Employee_ID,Exit_Date,Primary_Reason_for_Leaving,Secondary_Reason,Like_Most_About_Company,Improvement_Areas
E-02838,2022-06-03 21:47:32.090327073,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Improve compensation structure.
E-00232,2023-03-11 10:56:54.640211406,Work-Life Balance,Company Culture,Supportive team environment.,Improve compensation structure.
E-07450,2023-01-29 23:30:52.286469427,Job Role Mismatch,Commute,Supportive team environment.,Better leadership communication.
E-08948,2023-11-05 23:42:53.949919950,Career Growth,Burnout,The people and the challenging projects.,Improve compensation structure.
E-06793,2024-04-26 15:19:10.418244973,Job Role Mismatch,Burnout,The people and the challenging projects.,Better leadership communication.
E-01254,2022-03-09 10:45:22.355235725,Management,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-02036,2024-10-03 15:15:49.091654450,Work-Life Balance,Lack of Training,Learning opportunities.,Improve compensation structure.
E-08764,2019-02-17 02:09:43.866814806,Career Growth,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-06312,2022-11-20 02:27:31.869715590,Job Role Mismatch,Poor Leadership,Company values and mission.,Improve compensation structure.
E-04095,2017-01-11 19:51:59.626939826,Work-Life Balance,Commute,Learning opportunities.,Better leadership communication.
E-02676,2023-05-27 08:52:38.427358275,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Better leadership communication.
E-03809,2018-06-28 21:50:16.960394483,Career Growth,Poor Leadership,Company values and mission.,More transparency in promotion decisions.
E-04844,2021-06-11 05:17:39.401540069,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Better leadership communication.
E-09148,2020-08-16 01:20:13.238150754,Work-Life Balance,Lack of Training,Company values and mission.,Better leadership communication.
E-06572,2022-10-14 15:47:10.431182281,Work-Life Balance,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-04775,2019-11-05 05:44:18.084691817,Compensation,Poor Leadership,Supportive team environment.,Improve compensation structure.
E-08141,2023-03-20 10:46:45.819454972,Work-Life Balance,Commute,The people and the challenging projects.,Better leadership communication.
E-07470,2019-09-30 09:16:28.044145674,Compensation,Lack of Training,Supportive team environment.,Improve compensation structure.
E-07754,2024-01-30 14:14:27.947803891,Job Role Mismatch,Burnout,Flexible work arrangements.,Improve compensation structure.
E-03009,2024-05-12 18:56:33.824177934,Job Role Mismatch,Commute,Flexible work arrangements.,Offer more career development programs.
E-02879,2022-06-13 00:02:44.661530192,Job Role Mismatch,Burnout,Learning opportunities.,Improve compensation structure.
E-00788,2017-11-18 02:59:10.933897772,Management,Commute,Learning opportunities.,Better leadership communication.
E-02063,2019-03-02 20:26:59.352959555,Job Role Mismatch,Lack of Training,Supportive team environment.,Improve compensation structure.
E-06873,2021-07-15 02:38:36.312541001,Work-Life Balance,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-03733,2012-10-01 16:53:32.384281237,Career Growth,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-02733,2020-11-08 14:12:11.648019155,Compensation,Poor Leadership,Company values and mission.,Offer more career development programs.
E-07822,2023-12-19 03:22:35.264780457,Management,Poor Leadership,Supportive team environment.,Better leadership communication.
E-03948,2017-09-22 14:00:47.713567982,Job Role Mismatch,Commute,Supportive team environment.,Offer more career development programs.
E-02708,2024-09-30 10:10:51.512155648,Job Role Mismatch,Poor Leadership,Company values and mission.,More transparency in promotion decisions.
E-09649,2020-10-21 02:35:08.944692598,Career Growth,Lack of Training,Learning opportunities.,Better leadership communication.
E-03010,2015-10-20 22:31:12.351054532,Career Growth,Burnout,Learning opportunities.,Improve compensation structure.
E-08650,2023-03-04 06:18:22.548349926,Management,Lack of Training,Supportive team environment.,Better leadership communication.
E-08947,2018-04-07 05:13:29.711421706,Compensation,Commute,Learning opportunities.,Reduce micromanagement.
E-01206,2011-12-29 01:57:45.328289678,Job Role Mismatch,Poor Leadership,Learning opportunities.,Better leadership communication.
E-04976,2023-09-18 09:33:06.482149495,Management,Burnout,Learning opportunities.,Improve compensation structure.
E-07904,2021-04-22 19:55:28.382680496,Work-Life Balance,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-03113,2016-08-16 01:56:28.486495786,Work-Life Balance,Burnout,The people and the challenging projects.,Offer more career development programs.
E-08552,2022-01-21 01:26:17.432707729,Management,Burnout,Supportive team environment.,Better leadership communication.
E-08471,2021-02-13 01:47:50.837351538,Job Role Mismatch,Lack of Training,Supportive team environment.,Offer more career development programs.
E-00573,2020-04-03 13:33:37.818843206,Management,Company Culture,Flexible work arrangements.,Better leadership communication.
E-02890,2021-10-18 20:47:46.443974242,Job Role Mismatch,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-09591,2016-08-04 03:12:13.237821053,Career Growth,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-01832,2020-04-02 15:12:18.636484169,Management,Burnout,Flexible work arrangements.,Improve compensation structure.
E-08897,2020-01-04 08:47:09.943114501,Job Role Mismatch,Burnout,Company values and mission.,More transparency in promotion decisions.
E-07266,2024-07-23 09:05:45.129311168,Management,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-06048,2014-02-25 18:51:27.811291311,Management,Company Culture,The people and the challenging projects.,Reduce micromanagement.
E-02639,2021-04-10 06:53:47.975231451,Job Role Mismatch,Burnout,Company values and mission.,Better leadership communication.
E-01454,2022-02-12 15:24:16.630373790,Job Role Mismatch,Poor Leadership,Company values and mission.,Offer more career development programs.
E-01894,2023-11-10 04:50:17.524694727,Compensation,Company Culture,Company values and mission.,Reduce micromanagement.
E-06146,2021-10-02 17:05:19.134082062,Management,Commute,The people and the challenging projects.,Better leadership communication.
E-00683,2023-07-01 17:05:38.925611531,Work-Life Balance,Poor Leadership,Company values and mission.,Offer more career development programs.
E-04028,2023-02-01 02:46:58.615710118,Management,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-07458,2023-03-25 11:56:53.280273232,Management,Poor Leadership,The people and the challenging projects.,Better leadership communication.
E-02361,2018-03-03 15:12:44.092669106,Job Role Mismatch,Burnout,Flexible work arrangements.,Offer more career development programs.
E-09256,2022-05-06 22:43:34.640960671,Management,Lack of Training,Company values and mission.,Improve compensation structure.
E-08514,2021-06-04 11:18:43.933214605,Management,Commute,Learning opportunities.,Improve compensation structure.
E-03613,2017-03-24 10:30:31.930720023,Work-Life Balance,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-01714,2022-01-09 04:42:56.779301121,Job Role Mismatch,Burnout,Flexible work arrangements.,Offer more career development programs.
E-07451,2018-05-25 04:08:09.492622681,Management,Company Culture,Supportive team environment.,Improve compensation structure.
E-07639,2020-05-29 02:29:49.530575474,Career Growth,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-06968,2012-05-21 18:35:44.659357434,Compensation,Commute,Company values and mission.,Better leadership communication.
E-01243,2023-11-18 13:07:35.398265770,Work-Life Balance,Burnout,Learning opportunities.,Better leadership communication.
E-04260,2013-12-19 01:52:52.112249140,Management,Company Culture,Company values and mission.,Offer more career development programs.
E-00779,2023-04-12 20:20:28.617889435,Career Growth,Commute,Flexible work arrangements.,Offer more career development programs.
E-01606,2024-04-27 00:07:39.376851985,Management,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-09678,2020-03-15 11:00:56.757520762,Management,Burnout,Learning opportunities.,Offer more career development programs.
E-04851,2023-11-30 09:45:32.175906082,Job Role Mismatch,Burnout,Learning opportunities.,Improve compensation structure.
E-07153,2022-05-19 12:44:47.347182593,Job Role Mismatch,Burnout,Flexible work arrangements.,Improve compensation structure.
E-04243,2018-12-08 11:39:48.845166274,Job Role Mismatch,Commute,Company values and mission.,Reduce micromanagement.
E-05913,2017-04-11 09:21:08.008619546,Career Growth,Commute,Flexible work arrangements.,Improve compensation structure.
E-04672,2020-03-06 03:03:40.913979678,Management,Commute,Learning opportunities.,Better leadership communication.
E-06450,2013-08-08 13:00:26.530421350,Compensation,Commute,Flexible work arrangements.,Reduce micromanagement.
E-09870,2014-09-27 05:03:12.873682350,Work-Life Balance,Company Culture,Learning opportunities.,Improve compensation structure.
E-03694,2023-12-04 08:11:53.577358750,Job Role Mismatch,Lack of Training,Company values and mission.,Offer more career development programs.
E-04034,2019-03-11 07:46:03.666089711,Job Role Mismatch,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-07703,2021-05-14 14:16:53.272755937,Management,Burnout,The people and the challenging projects.,More transparency in promotion decisions.
E-08626,2023-04-14 09:16:29.997513111,Management,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-05132,2024-05-10 19:34:10.297368614,Career Growth,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-07099,2023-08-01 12:05:42.081354850,Career Growth,Commute,The people and the challenging projects.,Improve compensation structure.
E-09799,2018-08-02 09:18:30.798422311,Job Role Mismatch,Poor Leadership,Learning opportunities.,Better leadership communication.
E-03762,2024-12-09 21:53:17.709114018,Management,Poor Leadership,Company values and mission.,Offer more career development programs.
E-07960,2020-02-18 23:13:21.120785552,Compensation,Burnout,Flexible work arrangements.,Offer more career development programs.
E-09172,2020-12-22 17:04:41.671225032,Work-Life Balance,Commute,Learning opportunities.,Better leadership communication.
E-01536,2021-07-08 10:23:29.767100893,Management,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-06094,2020-08-31 09:35:32.468004190,Management,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-02991,2024-03-02 07:22:25.501341624,Career Growth,Commute,Learning opportunities.,Reduce micromanagement.
E-03515,2017-01-09 21:49:59.056986843,Work-Life Balance,Lack of Training,Company values and mission.,Offer more career development programs.
E-02908,2021-05-12 06:05:27.055664899,Job Role Mismatch,Burnout,Flexible work arrangements.,Better leadership communication.
E-07629,2017-08-28 12:52:55.587327708,Management,Company Culture,Supportive team environment.,Better leadership communication.
E-00324,2023-08-10 01:59:27.078322213,Job Role Mismatch,Commute,Learning opportunities.,Reduce micromanagement.
E-01446,2023-03-05 19:22:47.872494594,Management,Poor Leadership,Learning opportunities.,Better leadership communication.
E-02777,2023-11-17 21:21:11.881341693,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-06996,2021-03-21 03:06:59.451873879,Work-Life Balance,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-02001,2024-08-23 18:20:34.282551335,Career Growth,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-03122,2021-09-22 04:18:17.814042385,Work-Life Balance,Poor Leadership,Company values and mission.,Improve compensation structure.
E-00992,2024-08-10 11:24:46.281834915,Compensation,Commute,Supportive team environment.,Offer more career development programs.
E-01594,2020-08-15 08:59:29.225623862,Career Growth,Burnout,Company values and mission.,Better leadership communication.
E-05551,2020-06-17 17:26:15.891496064,Work-Life Balance,Company Culture,Supportive team environment.,Reduce micromanagement.
E-02550,2022-06-03 22:20:45.118087701,Compensation,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-06330,2012-10-24 07:53:23.825151291,Management,Company Culture,Flexible work arrangements.,Offer more career development programs.
E-03768,2018-06-25 06:24:00.318014598,Management,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-04998,2023-08-13 10:36:55.711670393,Job Role Mismatch,Commute,Supportive team environment.,Better leadership communication.
E-01482,2017-03-05 21:28:59.712360973,Career Growth,Commute,Learning opportunities.,Offer more career development programs.
E-03228,2024-10-14 18:06:18.895141350,Management,Commute,Learning opportunities.,Better leadership communication.
E-06651,2023-01-11 01:37:31.865418652,Career Growth,Commute,Learning opportunities.,Improve compensation structure.
E-09888,2023-01-16 05:21:08.903243652,Management,Commute,The people and the challenging projects.,Better leadership communication.
E-00451,2017-11-04 15:23:13.976438048,Job Role Mismatch,Poor Leadership,Supportive team environment.,More transparency in promotion decisions.
E-03788,2023-05-21 02:08:54.204112535,Work-Life Balance,Company Culture,Company values and mission.,Offer more career development programs.
E-03264,2015-06-13 14:44:00.255364177,Job Role Mismatch,Poor Leadership,Company values and mission.,Offer more career development programs.
E-07123,2024-07-10 14:25:46.490502489,Compensation,Lack of Training,Flexible work arrangements.,Offer more career development programs.
E-03639,2019-06-12 01:05:19.819865843,Management,Burnout,The people and the challenging projects.,Better leadership communication.
E-03098,2023-08-01 15:22:24.537650882,Compensation,Company Culture,Supportive team environment.,Reduce micromanagement.
E-04496,2020-02-06 08:23:27.323387712,Compensation,Lack of Training,Learning opportunities.,Better leadership communication.
E-08278,2023-10-28 22:10:28.112991907,Career Growth,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-05653,2014-06-03 03:48:37.315900969,Management,Burnout,The people and the challenging projects.,Better leadership communication.
E-02031,2020-01-14 01:23:20.849468299,Compensation,Lack of Training,Supportive team environment.,Offer more career development programs.
E-07043,2021-10-24 00:42:04.526192280,Work-Life Balance,Burnout,Flexible work arrangements.,Improve compensation structure.
E-03604,2014-11-20 09:33:47.036899793,Compensation,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-07959,2021-01-25 00:42:21.586206639,Work-Life Balance,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-07341,2016-02-12 07:56:33.243327559,Career Growth,Burnout,Learning opportunities.,More transparency in promotion decisions.
E-00641,2023-04-27 11:24:35.275488395,Compensation,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-06606,2022-09-02 14:31:59.299911309,Job Role Mismatch,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-01833,2022-12-17 11:05:53.768245352,Career Growth,Company Culture,Flexible work arrangements.,Better leadership communication.
E-05312,2024-11-26 10:37:17.086891463,Work-Life Balance,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-00517,2015-10-24 03:52:16.525893584,Career Growth,Poor Leadership,Flexible work arrangements.,Offer more career development programs.
E-08015,2023-02-25 20:52:36.621612419,Compensation,Company Culture,The people and the challenging projects.,Offer more career development programs.
E-09778,2020-10-25 10:56:03.810535949,Management,Poor Leadership,Company values and mission.,Improve compensation structure.
E-03523,2021-08-27 05:23:34.967038136,Management,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-00032,2019-08-11 00:06:00.702866326,Work-Life Balance,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-02968,2021-05-27 16:44:30.617764324,Work-Life Balance,Company Culture,Supportive team environment.,Better leadership communication.
E-02365,2021-05-20 19:38:57.241861819,Management,Lack of Training,Learning opportunities.,Offer more career development programs.
E-01001,2022-09-15 08:49:28.014833385,Work-Life Balance,Burnout,Flexible work arrangements.,More transparency in promotion decisions.
E-07197,2013-08-02 12:49:03.908438742,Career Growth,Lack of Training,Flexible work arrangements.,Better leadership communication.
E-03927,2020-04-30 19:09:47.531631705,Job Role Mismatch,Company Culture,Learning opportunities.,Reduce micromanagement.
E-01964,2022-07-19 04:40:01.673071498,Job Role Mismatch,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-08091,2018-01-28 18:56:14.228887386,Career Growth,Burnout,The people and the challenging projects.,Offer more career development programs.
E-03533,2019-03-26 20:10:50.590123094,Job Role Mismatch,Company Culture,Learning opportunities.,Reduce micromanagement.
E-05350,2023-10-11 20:55:57.191998546,Compensation,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-03323,2024-12-02 19:50:18.775698308,Career Growth,Burnout,Company values and mission.,Better leadership communication.
E-00656,2024-10-26 00:35:37.593019687,Work-Life Balance,Lack of Training,Learning opportunities.,Better leadership communication.
E-05953,2022-05-18 09:13:33.432917807,Career Growth,Burnout,Learning opportunities.,Offer more career development programs.
E-05816,2024-02-09 02:06:16.786521932,Management,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-02118,2016-12-17 22:53:35.761344875,Work-Life Balance,Commute,Supportive team environment.,Offer more career development programs.
E-05252,2018-08-19 15:48:08.475124786,Management,Commute,Learning opportunities.,Improve compensation structure.
E-00408,2018-10-27 10:18:57.796932571,Work-Life Balance,Commute,Company values and mission.,Reduce micromanagement.
E-06127,2021-11-19 00:54:21.878064886,Job Role Mismatch,Company Culture,Flexible work arrangements.,More transparency in promotion decisions.
E-05060,2019-08-21 10:42:21.630231910,Career Growth,Commute,Supportive team environment.,Better leadership communication.
E-08245,2021-06-06 02:15:37.975427406,Compensation,Lack of Training,Company values and mission.,Improve compensation structure.
E-03691,2019-08-10 01:16:56.464224941,Work-Life Balance,Company Culture,Company values and mission.,Improve compensation structure.
E-01953,2017-09-12 16:19:26.111121066,Work-Life Balance,Company Culture,Supportive team environment.,Reduce micromanagement.
E-08979,2022-02-14 07:29:38.698456452,Management,Company Culture,Flexible work arrangements.,Better leadership communication.
E-06672,2022-06-09 20:17:47.921192326,Job Role Mismatch,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-00853,2018-08-02 08:10:50.086555469,Management,Burnout,Company values and mission.,Better leadership communication.
E-06180,2021-01-22 03:22:54.972719721,Management,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-08084,2019-12-22 18:30:26.000438155,Job Role Mismatch,Poor Leadership,Supportive team environment.,Improve compensation structure.
E-09927,2021-07-15 07:34:39.499500564,Compensation,Lack of Training,Company values and mission.,Reduce micromanagement.
E-09386,2023-10-23 00:19:22.605109391,Management,Company Culture,Supportive team environment.,Offer more career development programs.
E-06472,2018-05-08 22:45:43.026118861,Management,Company Culture,Company values and mission.,Improve compensation structure.
E-04972,2018-11-25 06:13:13.098169205,Work-Life Balance,Burnout,Flexible work arrangements.,Reduce micromanagement.
E-06338,2024-11-26 18:22:49.000164790,Job Role Mismatch,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-04285,2018-10-31 22:08:04.912850756,Career Growth,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-08849,2023-02-04 17:58:33.683206725,Compensation,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-03634,2022-09-03 20:35:53.868694879,Compensation,Company Culture,Company values and mission.,Offer more career development programs.
E-07379,2016-08-27 14:04:50.665950410,Job Role Mismatch,Poor Leadership,Supportive team environment.,Better leadership communication.
E-08544,2018-04-21 17:45:25.143518375,Work-Life Balance,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-05793,2019-06-17 16:52:38.563963161,Work-Life Balance,Lack of Training,Company values and mission.,Offer more career development programs.
E-05681,2023-12-13 07:33:11.642131205,Job Role Mismatch,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-09644,2020-07-25 12:29:55.135866767,Work-Life Balance,Commute,Company values and mission.,Offer more career development programs.
E-00973,2023-04-26 09:13:15.460683184,Compensation,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-09630,2016-02-24 15:10:50.839002773,Compensation,Lack of Training,Learning opportunities.,Better leadership communication.
E-04650,2015-04-23 01:04:08.328129276,Career Growth,Burnout,Company values and mission.,Reduce micromanagement.
E-07689,2018-08-06 10:12:25.296651042,Job Role Mismatch,Burnout,The people and the challenging projects.,More transparency in promotion decisions.
E-05818,2014-06-02 08:53:21.717474140,Management,Poor Leadership,Learning opportunities.,Reduce micromanagement.
E-04068,2016-12-06 10:55:06.531454317,Management,Commute,Company values and mission.,More transparency in promotion decisions.
E-05275,2023-01-31 14:55:25.930512142,Career Growth,Lack of Training,The people and the challenging projects.,Better leadership communication.
E-05759,2022-11-20 00:06:29.869239967,Career Growth,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-03196,2024-09-29 00:19:20.409293472,Work-Life Balance,Commute,Flexible work arrangements.,Offer more career development programs.
E-07255,2019-12-12 20:02:19.083530722,Career Growth,Lack of Training,Supportive team environment.,More transparency in promotion decisions.
E-03317,2021-05-25 16:56:38.589815952,Career Growth,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-00747,2021-07-26 15:04:22.169826612,Management,Burnout,Learning opportunities.,Offer more career development programs.
E-00748,2019-10-29 15:39:19.426029021,Work-Life Balance,Company Culture,Company values and mission.,Better leadership communication.
E-07755,2018-11-23 21:38:53.058425008,Career Growth,Commute,Company values and mission.,Improve compensation structure.
E-08002,2024-02-03 04:56:04.336312435,Career Growth,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-07996,2023-06-17 18:16:12.779600963,Work-Life Balance,Commute,Company values and mission.,Offer more career development programs.
E-07496,2021-02-05 13:18:44.217859627,Job Role Mismatch,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-01119,2012-05-08 08:03:54.900022668,Work-Life Balance,Poor Leadership,Learning opportunities.,More transparency in promotion decisions.
E-07773,2021-02-28 04:00:52.884924677,Management,Company Culture,Company values and mission.,Reduce micromanagement.
E-09561,2024-04-09 07:10:40.438785062,Job Role Mismatch,Lack of Training,Supportive team environment.,Offer more career development programs.
E-00923,2013-08-13 19:29:48.247948930,Compensation,Burnout,Company values and mission.,Reduce micromanagement.
E-09228,2018-03-20 19:00:59.525509809,Work-Life Balance,Lack of Training,Learning opportunities.,Better leadership communication.
E-03147,2024-11-07 14:17:30.685728805,Management,Commute,Flexible work arrangements.,Improve compensation structure.
E-00527,2024-02-22 15:19:36.271703158,Job Role Mismatch,Poor Leadership,Company values and mission.,Offer more career development programs.
E-08717,2024-04-20 22:54:55.793322679,Work-Life Balance,Commute,Company values and mission.,More transparency in promotion decisions.
E-05994,2021-09-07 20:00:35.876753829,Career Growth,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-00537,2021-02-24 03:20:28.091531721,Work-Life Balance,Poor Leadership,Company values and mission.,Improve compensation structure.
E-09466,2022-11-26 07:15:24.586472286,Compensation,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-03178,2024-07-10 08:15:43.661948624,Work-Life Balance,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-07558,2021-05-15 18:35:57.600432455,Job Role Mismatch,Lack of Training,Learning opportunities.,Offer more career development programs.
E-02311,2024-09-01 16:11:21.006115252,Job Role Mismatch,Lack of Training,Learning opportunities.,Offer more career development programs.
E-08928,2017-01-10 16:58:53.605879302,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-05193,2023-08-13 02:24:48.969077168,Job Role Mismatch,Company Culture,Company values and mission.,Offer more career development programs.
E-01376,2017-05-17 12:54:00.321805344,Career Growth,Lack of Training,Supportive team environment.,Reduce micromanagement.
E-08963,2023-08-14 01:35:47.218139176,Work-Life Balance,Lack of Training,Company values and mission.,Improve compensation structure.
E-09351,2015-02-01 15:07:04.913084167,Career Growth,Burnout,Learning opportunities.,Offer more career development programs.
E-07566,2020-09-25 17:38:55.519307511,Career Growth,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-00514,2021-08-18 12:04:38.182688877,Management,Lack of Training,Flexible work arrangements.,Offer more career development programs.
E-05473,2019-05-28 03:21:06.634672213,Work-Life Balance,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-06647,2024-09-20 02:32:04.738714586,Job Role Mismatch,Commute,Company values and mission.,More transparency in promotion decisions.
E-01779,2017-01-10 13:53:02.551883726,Career Growth,Poor Leadership,The people and the challenging projects.,Better leadership communication.
E-09798,2021-10-19 13:58:25.772880200,Management,Burnout,Company values and mission.,Reduce micromanagement.
E-05271,2018-06-24 13:03:50.649858748,Work-Life Balance,Lack of Training,Supportive team environment.,Better leadership communication.
E-08409,2018-12-13 07:26:23.404459245,Work-Life Balance,Company Culture,Supportive team environment.,Reduce micromanagement.
E-03671,2024-01-31 19:11:40.246255333,Compensation,Poor Leadership,Supportive team environment.,Offer more career development programs.
E-04898,2024-02-04 03:35:53.637847897,Compensation,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-02927,2022-08-27 03:13:45.572185398,Career Growth,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-01107,2014-06-19 22:58:54.077608726,Compensation,Burnout,Company values and mission.,Offer more career development programs.
E-09158,2020-09-22 21:43:48.918091076,Career Growth,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-05097,2023-08-15 04:23:15.292375854,Job Role Mismatch,Lack of Training,Supportive team environment.,Offer more career development programs.
E-09434,2019-04-08 04:00:56.051190927,Career Growth,Burnout,Supportive team environment.,Reduce micromanagement.
E-09105,2024-03-04 02:35:08.292823476,Compensation,Lack of Training,Learning opportunities.,Reduce micromanagement.
E-06578,2018-03-28 16:19:48.305252766,Job Role Mismatch,Commute,Learning opportunities.,More transparency in promotion decisions.
E-02393,2015-12-02 02:40:51.239925612,Compensation,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-00522,2018-08-07 05:06:50.585440489,Career Growth,Commute,Company values and mission.,Reduce micromanagement.
E-06899,2022-03-05 09:51:58.100027883,Management,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-06425,2020-01-04 05:01:21.553352053,Work-Life Balance,Burnout,The people and the challenging projects.,Offer more career development programs.
E-06149,2018-03-05 11:02:57.959732499,Compensation,Lack of Training,Supportive team environment.,Improve compensation structure.
E-00213,2021-03-30 08:21:18.693109690,Career Growth,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-08739,2019-11-23 01:51:42.318970245,Job Role Mismatch,Burnout,Supportive team environment.,Better leadership communication.
E-04431,2022-04-30 18:03:34.857387457,Compensation,Poor Leadership,Company values and mission.,Better leadership communication.
E-07829,2018-04-18 22:56:46.878789962,Compensation,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-00586,2023-10-19 11:38:58.211097480,Work-Life Balance,Commute,Supportive team environment.,Better leadership communication.
E-09203,2018-08-05 08:18:50.117739514,Career Growth,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-04951,2022-11-24 15:02:10.235092323,Management,Lack of Training,Company values and mission.,Reduce micromanagement.
E-05952,2019-05-19 16:26:47.291752581,Job Role Mismatch,Lack of Training,Supportive team environment.,Improve compensation structure.
E-05116,2022-10-05 09:21:44.476677949,Career Growth,Burnout,Supportive team environment.,Better leadership communication.
E-04691,2024-03-06 23:40:54.136568797,Job Role Mismatch,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-01475,2018-11-05 10:00:46.702634928,Compensation,Commute,Company values and mission.,Better leadership communication.
E-06504,2021-11-03 15:40:55.231092579,Work-Life Balance,Company Culture,Supportive team environment.,Offer more career development programs.
E-01228,2023-10-08 08:10:48.958314020,Work-Life Balance,Burnout,Company values and mission.,More transparency in promotion decisions.
E-05594,2016-11-25 15:59:29.239009600,Management,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-00110,2020-09-25 15:24:04.109075043,Work-Life Balance,Poor Leadership,Learning opportunities.,Reduce micromanagement.
E-03218,2022-03-24 19:27:34.521299256,Compensation,Burnout,Learning opportunities.,Offer more career development programs.
E-09253,2012-11-27 12:32:53.440199830,Management,Commute,Supportive team environment.,Improve compensation structure.
E-09098,2021-03-22 12:58:47.250228443,Career Growth,Burnout,Supportive team environment.,Offer more career development programs.
E-09853,2018-09-08 09:41:29.861043004,Work-Life Balance,Commute,Company values and mission.,Offer more career development programs.
E-07623,2022-06-21 03:34:09.392911855,Management,Commute,Supportive team environment.,Improve compensation structure.
E-01135,2022-08-26 01:57:42.297433908,Compensation,Poor Leadership,Company values and mission.,Improve compensation structure.
E-03260,2020-09-10 16:04:02.581605056,Job Role Mismatch,Company Culture,Supportive team environment.,Offer more career development programs.
E-05833,2024-03-15 02:57:21.300097463,Job Role Mismatch,Poor Leadership,Company values and mission.,Better leadership communication.
E-05553,2018-06-06 12:00:56.296782656,Compensation,Commute,Supportive team environment.,Better leadership communication.
E-06465,2021-07-03 12:46:32.152585180,Compensation,Burnout,Flexible work arrangements.,Offer more career development programs.
E-08266,2023-02-27 21:43:14.362769299,Job Role Mismatch,Poor Leadership,Company values and mission.,Better leadership communication.
E-05192,2018-07-31 20:03:22.237188934,Management,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-08247,2018-12-23 18:39:26.012290100,Job Role Mismatch,Commute,Flexible work arrangements.,Improve compensation structure.
E-00606,2024-09-10 19:22:09.790191519,Compensation,Poor Leadership,Flexible work arrangements.,Better leadership communication.
