Employee_ID,Survey_Date,Engagement_Score,Satisfaction_Score,Work_Life_Balance,Relationship_with_Manager,Career_Development_Opportunities,Performance_Rating_2024,Performance_Rating_2023,Training_Hours_Last_Year,Projects_Completed
E-07559,2024-06-30,3.6,4.3,4.5,4.0,2.3,4.0,4.4,93,5
E-07560,2024-06-30,3.9,3.4,3.8,3.8,3.5,4.5,3.8,41,5
E-07561,2024-06-30,3.2,4.8,3.6,4.9,4.3,3.6,3.8,41,6
E-07562,2024-06-30,3.4,5.0,3.9,3.8,3.1,3.9,4.5,15,6
E-07563,2024-06-30,4.5,4.0,3.3,3.6,3.1,4.2,3.5,15,2
E-07564,2024-06-30,4.4,5.2,3.3,3.9,2.3,4.1,3.5,81,5
E-07565,2024-06-30,4.2,3.8,2.3,4.3,1.8,4.0,3.9,20,4
E-07566,2024-06-30,3.1,4.2,4.1,4.2,2.8,4.5,3.8,38,7
E-07567,2024-06-30,3.8,4.7,3.6,5.0,3.9,3.7,3.5,42,5
E-07568,2024-06-30,3.4,3.8,4.0,3.9,3.8,3.7,4.1,10,2
E-07569,2024-06-30,4.6,3.3,1.5,4.3,3.0,3.2,3.8,81,5
E-07570,2024-06-30,3.7,3.2,3.5,4.7,3.3,3.7,3.8,86,8
E-07571,2024-06-30,3.5,5.0,2.9,3.9,2.3,3.8,3.8,46,3
E-07572,2024-06-30,4.0,3.7,4.6,4.5,3.1,4.1,3.4,46,2
E-07573,2024-06-30,3.7,3.9,3.9,3.5,2.7,4.3,3.5,35,2
E-07574,2024-06-30,4.7,3.4,3.7,4.9,3.0,3.7,3.2,50,6
E-07575,2024-06-30,3.6,4.5,3.2,4.6,2.8,4.0,4.3,99,7
E-07576,2024-06-30,3.3,3.6,3.8,3.9,2.8,4.4,3.8,51,4
E-07577,2024-06-30,2.9,3.8,2.9,4.5,3.6,3.9,4.2,69,2
E-07578,2024-06-30,4.0,4.1,3.4,4.7,4.2,4.2,3.6,97,5
E-07579,2024-06-30,3.7,3.5,3.1,3.7,2.9,4.3,4.3,12,8
E-07580,2024-06-30,3.3,3.9,5.1,4.0,3.9,3.7,3.2,22,3
E-07581,2024-06-30,4.6,4.7,4.5,4.7,2.3,3.7,4.2,20,6
E-07582,2024-06-30,4.3,4.2,4.2,4.2,2.9,4.5,3.8,66,6
E-07583,2024-06-30,4.0,4.1,2.5,4.4,2.2,4.2,3.2,78,7
E-07584,2024-06-30,4.7,4.1,4.1,4.2,2.8,3.6,2.7,74,4
E-07585,2024-06-30,4.3,3.8,3.6,4.6,3.4,3.7,4.0,41,3
E-07586,2024-06-30,3.6,5.0,4.4,4.4,3.7,3.9,4.2,22,2
E-07587,2024-06-30,3.5,3.6,3.7,4.2,2.5,4.4,3.8,26,6
E-07588,2024-06-30,4.4,4.1,3.5,3.4,3.3,4.3,4.0,75,1
E-07589,2024-06-30,4.2,4.1,3.7,4.5,3.7,4.3,4.0,30,0
E-07590,2024-06-30,4.1,4.5,2.2,4.5,3.7,3.9,3.8,94,6
E-07591,2024-06-30,3.6,4.6,3.0,3.7,3.2,4.0,4.2,79,5
E-07592,2024-06-30,4.3,4.0,3.8,3.7,2.6,3.8,3.2,63,4
E-07593,2024-06-30,3.6,4.1,4.3,4.4,2.6,3.9,3.8,24,8
E-07594,2024-06-30,3.9,4.2,3.1,4.3,2.5,3.7,4.1,24,2
E-07595,2024-06-30,4.7,2.9,3.5,3.4,3.0,3.7,3.6,18,5
E-07596,2024-06-30,3.7,3.2,2.4,3.9,2.5,3.8,3.9,85,4
E-07597,2024-06-30,3.2,3.7,4.5,4.3,3.4,4.0,3.3,80,1
E-07598,2024-06-30,3.5,3.7,4.3,4.5,3.1,4.1,3.8,97,8
E-07599,2024-06-30,4.5,3.4,4.0,4.0,3.1,4.5,3.5,30,6
E-07600,2024-06-30,4.1,4.4,3.8,4.1,1.9,3.9,3.6,18,4
E-07601,2024-06-30,3.9,4.0,4.6,3.8,3.0,4.2,4.0,75,4
E-07602,2024-06-30,3.7,3.9,2.9,4.7,2.7,3.9,3.1,80,5
E-07603,2024-06-30,4.2,3.4,2.9,4.3,4.3,4.3,3.4,11,5
E-07604,2024-06-30,3.6,4.0,4.2,3.9,2.2,3.6,4.1,65,7
E-07605,2024-06-30,4.2,2.7,4.2,3.7,2.9,3.8,3.7,21,6
E-07606,2024-06-30,3.6,3.9,2.7,3.7,3.2,4.2,3.5,65,6
E-07607,2024-06-30,3.6,4.0,3.1,4.9,2.4,4.2,4.0,88,7
E-07608,2024-06-30,3.7,4.1,4.7,4.1,4.2,4.2,3.4,60,9
E-07609,2024-06-30,3.8,3.2,3.8,4.0,4.2,4.4,3.3,79,3
E-07610,2024-06-30,4.0,4.1,4.1,4.1,2.5,3.5,3.7,68,10
E-07611,2024-06-30,4.1,3.5,2.7,3.9,2.6,3.6,3.7,80,4
E-07612,2024-06-30,2.2,3.6,4.0,4.2,4.3,4.2,3.5,20,2
E-07613,2024-06-30,3.6,4.4,2.5,4.2,3.8,4.2,3.7,12,2
E-07614,2024-06-30,3.8,5.0,2.1,4.2,2.8,4.2,4.3,43,6
E-07615,2024-06-30,4.8,4.0,4.0,3.7,3.3,4.8,3.8,94,5
E-07616,2024-06-30,3.5,3.6,4.5,4.6,2.2,3.7,3.3,28,5
E-07617,2024-06-30,4.1,4.1,3.3,4.0,4.3,4.1,3.8,16,5
E-07618,2024-06-30,4.7,4.5,3.1,3.9,3.0,4.0,3.0,20,4
E-07619,2024-06-30,3.3,4.3,4.7,3.9,3.4,4.2,4.4,72,9
E-07620,2024-06-30,4.2,5.4,3.4,3.8,2.4,4.1,3.3,76,7
E-07621,2024-06-30,3.6,3.6,3.5,4.3,2.3,3.8,3.9,65,5
E-07622,2024-06-30,3.7,4.1,4.7,4.6,3.3,4.1,3.9,52,4
E-07623,2024-06-30,3.6,4.8,3.3,3.9,4.1,4.0,3.5,65,3
E-07624,2024-06-30,3.6,4.7,3.0,3.5,2.7,4.0,4.3,54,5
E-07625,2024-06-30,5.4,3.0,4.1,3.8,2.4,4.3,4.6,69,6
E-07626,2024-06-30,4.4,4.0,3.0,4.0,3.2,4.7,3.5,42,10
E-07627,2024-06-30,4.6,4.7,3.4,3.7,4.0,3.4,4.1,37,3
E-07628,2024-06-30,4.2,5.4,2.6,4.0,2.6,4.4,3.4,66,10
E-07629,2024-06-30,3.2,4.4,3.6,4.0,2.9,4.2,4.3,61,5
E-07630,2024-06-30,4.2,3.8,3.5,4.2,3.5,3.8,4.3,13,2
E-07631,2024-06-30,4.5,3.5,4.2,3.6,3.6,3.9,4.2,26,6
E-07632,2024-06-30,3.6,5.1,4.1,4.4,2.8,4.3,3.1,44,4
E-07633,2024-06-30,4.5,4.4,3.9,4.9,3.7,4.0,3.6,51,6
E-07634,2024-06-30,4.4,3.6,3.8,4.8,3.3,4.0,3.6,69,4
E-07635,2024-06-30,4.9,3.9,3.4,4.0,3.0,3.8,3.6,35,3
E-07636,2024-06-30,3.8,4.2,3.9,4.5,3.5,3.8,4.3,57,5
E-07637,2024-06-30,3.5,4.3,2.7,4.4,3.5,3.7,3.1,73,5
E-07638,2024-06-30,3.8,3.6,1.9,4.2,2.4,3.8,4.0,26,11
E-07639,2024-06-30,4.7,3.7,4.3,4.3,3.9,4.0,4.1,81,3
E-07640,2024-06-30,3.1,3.2,4.0,4.5,3.2,4.1,3.5,82,5
E-07641,2024-06-30,3.0,4.5,3.4,4.6,3.8,3.8,4.0,16,3
E-07642,2024-06-30,4.0,3.8,4.3,3.9,3.0,4.2,4.0,74,9
E-07643,2024-06-30,3.8,4.2,3.0,4.5,3.1,3.7,3.7,61,4
E-07644,2024-06-30,4.0,4.7,3.0,4.9,3.2,4.2,4.2,50,4
E-07645,2024-06-30,4.5,4.1,2.9,4.6,3.3,3.7,3.6,25,6
E-07646,2024-06-30,3.7,3.9,3.9,4.8,3.9,4.6,4.2,75,9
E-07647,2024-06-30,3.1,4.1,2.4,3.2,3.3,4.2,3.9,81,5
E-07648,2024-06-30,5.0,4.0,3.0,4.4,3.0,4.3,3.7,95,3
E-07649,2024-06-30,3.5,4.6,3.7,4.3,3.6,3.9,3.7,65,5
E-07650,2024-06-30,3.5,4.2,2.7,4.6,3.3,4.2,3.2,36,12
E-07651,2024-06-30,4.6,3.7,3.0,3.7,4.8,3.6,3.7,27,10
E-07652,2024-06-30,3.8,4.5,2.0,4.0,3.2,3.7,3.4,72,3
E-07653,2024-06-30,4.0,4.6,3.9,4.6,3.7,3.9,3.9,89,12
E-07654,2024-06-30,4.2,3.3,3.0,3.8,3.5,4.5,4.2,35,2
E-07655,2024-06-30,4.5,4.8,2.7,4.3,1.8,4.3,4.0,31,2
E-07656,2024-06-30,3.8,4.2,2.6,4.2,2.6,3.3,3.5,67,4
E-07657,2024-06-30,4.8,4.1,3.2,4.1,2.7,3.7,3.7,10,10
E-07658,2024-06-30,2.9,4.5,2.4,4.4,2.1,4.0,3.9,55,5
E-07659,2024-06-30,4.4,3.7,4.9,3.8,2.8,4.4,3.9,95,4
E-07660,2024-06-30,3.6,4.5,1.8,3.9,2.2,4.1,4.5,36,6
E-07661,2024-06-30,4.7,3.8,3.2,4.1,2.3,3.2,4.0,53,2
E-07662,2024-06-30,4.1,3.3,3.6,3.7,3.1,3.6,3.9,42,4
E-07663,2024-06-30,3.7,3.5,3.0,4.7,4.2,4.2,3.8,92,4
E-07664,2024-06-30,4.3,4.3,3.6,3.9,2.2,4.1,3.7,42,5
E-07665,2024-06-30,4.4,3.5,2.9,4.5,2.3,4.0,3.8,63,8
E-07666,2024-06-30,4.3,4.8,4.6,3.8,2.7,4.3,4.1,34,2
E-07667,2024-06-30,3.5,4.6,2.7,4.5,2.9,3.9,3.5,15,6
E-07668,2024-06-30,3.8,4.7,1.9,3.6,2.1,4.2,4.0,57,2
E-07669,2024-06-30,4.0,4.1,2.6,4.8,2.6,4.5,3.8,69,5
E-07670,2024-06-30,4.0,4.1,3.8,4.7,2.5,4.1,4.5,71,8
E-07671,2024-06-30,4.4,3.4,3.4,4.0,3.2,3.7,3.9,24,3
E-07672,2024-06-30,3.0,4.5,4.0,3.9,3.3,3.9,3.9,85,6
E-07673,2024-06-30,4.2,4.2,3.9,4.4,2.9,3.7,3.5,68,2
E-07674,2024-06-30,3.9,4.3,3.1,3.6,2.8,3.3,4.4,47,9
E-07675,2024-06-30,3.6,4.8,3.2,4.2,2.6,3.8,4.0,24,3
E-07676,2024-06-30,3.6,3.7,3.2,3.9,3.0,4.2,4.3,40,8
E-07677,2024-06-30,3.9,3.9,4.8,4.1,2.4,4.0,3.7,74,5
E-07678,2024-06-30,2.2,4.2,4.0,3.9,3.9,4.4,3.8,29,6
E-07679,2024-06-30,3.6,3.5,4.8,3.9,2.1,4.0,3.3,38,7
E-07680,2024-06-30,3.6,3.9,4.1,4.9,2.6,4.3,4.5,84,4
E-07681,2024-06-30,4.3,4.2,3.5,4.5,3.5,3.5,3.9,82,4
E-07682,2024-06-30,3.6,3.8,2.8,3.6,2.8,3.9,4.5,25,3
E-07683,2024-06-30,3.9,4.7,3.6,3.8,3.4,3.9,3.7,89,3
E-07684,2024-06-30,4.8,3.2,3.5,4.5,4.0,3.8,4.0,42,6
E-07685,2024-06-30,4.5,4.6,3.4,4.6,3.5,4.5,4.2,64,12
E-07686,2024-06-30,4.5,4.3,3.4,3.6,2.3,3.4,3.9,28,6
E-07687,2024-06-30,3.8,3.7,2.1,4.5,2.3,4.0,3.7,98,6
E-07688,2024-06-30,4.3,3.5,4.4,4.3,2.9,4.3,3.6,59,6
E-07689,2024-06-30,3.9,3.0,3.5,3.4,3.3,4.2,3.7,43,5
E-07690,2024-06-30,3.9,3.6,2.5,4.0,3.7,3.9,4.9,73,3
E-07691,2024-06-30,4.2,4.5,3.8,4.1,2.5,3.7,3.6,33,10
E-07692,2024-06-30,3.7,4.0,2.9,4.2,2.7,4.3,3.0,41,5
E-07693,2024-06-30,4.7,4.6,3.9,3.7,2.8,3.8,3.8,12,6
E-07694,2024-06-30,3.9,3.7,4.1,3.9,2.8,3.8,3.8,22,6
E-07695,2024-06-30,4.3,4.4,4.2,4.0,3.9,4.3,3.7,96,5
E-07696,2024-06-30,4.7,3.6,3.4,4.0,2.9,4.1,3.6,21,5
E-07697,2024-06-30,4.5,3.5,3.2,4.0,3.1,3.9,3.7,71,10
E-07698,2024-06-30,3.3,3.9,3.1,4.1,3.5,4.1,3.3,54,4
E-07699,2024-06-30,4.2,3.7,3.0,4.3,4.0,4.1,4.5,33,0
E-07700,2024-06-30,4.4,3.2,3.5,4.9,3.0,4.0,3.9,33,5
E-07701,2024-06-30,4.4,3.9,3.4,4.5,3.8,4.0,3.8,90,7
E-07702,2024-06-30,3.4,4.1,2.9,4.7,4.1,3.4,4.2,24,4
E-07703,2024-06-30,3.7,4.6,2.7,4.0,2.9,4.0,4.9,59,6
E-07704,2024-06-30,4.5,4.5,3.4,3.8,2.7,3.8,3.6,97,5
E-07705,2024-06-30,3.6,4.6,3.2,4.5,4.3,3.8,3.9,97,4
E-07706,2024-06-30,3.9,4.4,2.7,4.2,3.7,3.8,4.1,76,8
E-07707,2024-06-30,4.8,4.2,4.1,4.5,3.0,3.9,4.1,54,4
E-07708,2024-06-30,4.0,3.4,4.7,3.8,3.4,3.9,4.2,74,5
E-07709,2024-06-30,3.6,4.1,4.2,4.5,2.4,4.0,4.2,29,3
E-07710,2024-06-30,3.6,4.3,3.0,4.1,3.7,3.8,3.6,30,6
E-07711,2024-06-30,4.2,4.7,3.5,4.0,1.9,4.2,4.3,21,4
E-07712,2024-06-30,3.3,4.3,4.6,4.1,3.6,4.2,3.8,94,7
E-07713,2024-06-30,3.9,4.6,2.7,4.4,2.6,4.2,3.9,92,0
E-07714,2024-06-30,4.2,3.5,4.0,4.5,2.0,4.3,4.0,28,3
E-07715,2024-06-30,4.6,3.8,2.5,4.1,1.8,3.8,3.5,11,3
E-07716,2024-06-30,4.3,4.2,4.7,4.3,2.7,3.9,4.0,42,4
E-07717,2024-06-30,3.6,4.6,3.2,4.3,3.4,4.1,4.0,46,4
E-07718,2024-06-30,4.6,3.9,5.1,4.5,2.2,3.9,3.0,19,6
E-07719,2024-06-30,3.9,4.0,4.7,4.6,2.3,3.7,4.4,41,3
E-07720,2024-06-30,3.4,4.3,3.4,4.9,2.7,3.8,3.5,90,2
E-07721,2024-06-30,3.9,3.4,3.0,4.0,3.5,4.5,3.9,39,7
E-07722,2024-06-30,4.7,4.8,3.6,4.8,3.6,3.8,4.4,23,10
E-07723,2024-06-30,4.1,3.6,3.4,4.2,3.1,3.8,4.1,14,5
E-07724,2024-06-30,4.0,3.0,3.2,3.8,3.6,3.8,4.2,45,7
E-07725,2024-06-30,4.8,4.0,2.3,3.9,3.4,4.2,4.2,86,3
E-07726,2024-06-30,3.3,4.8,3.1,4.4,2.7,4.1,3.6,67,5
E-07727,2024-06-30,3.4,4.3,2.7,4.5,3.5,4.2,3.4,89,3
E-07728,2024-06-30,3.2,4.4,3.9,3.8,2.2,4.8,4.0,22,5
E-07729,2024-06-30,4.2,4.0,4.2,3.9,3.3,4.2,4.1,97,6
E-07730,2024-06-30,4.1,3.9,4.0,4.0,2.3,4.3,4.2,27,5
E-07731,2024-06-30,4.8,3.2,3.7,3.9,3.1,4.9,4.1,17,3
E-07732,2024-06-30,4.1,2.9,2.9,3.4,3.7,4.1,3.6,78,3
E-07733,2024-06-30,3.8,4.1,3.6,3.3,3.1,3.9,4.2,57,2
E-07734,2024-06-30,4.0,4.7,4.1,4.0,3.0,3.9,3.0,87,5
E-07735,2024-06-30,4.1,4.2,3.1,4.3,3.1,4.3,4.3,12,8
E-07736,2024-06-30,3.2,4.3,3.6,4.5,3.4,3.6,3.4,79,5
E-07737,2024-06-30,5.4,4.8,3.4,3.7,4.3,3.4,3.4,26,2
E-07738,2024-06-30,4.3,4.2,4.7,3.7,3.4,3.8,4.8,60,6
E-07739,2024-06-30,4.1,3.9,4.1,4.0,2.7,4.2,3.8,66,4
E-07740,2024-06-30,4.3,3.6,3.9,4.2,2.9,4.2,3.7,52,4
E-07741,2024-06-30,4.4,5.0,2.3,4.6,2.5,4.0,3.3,51,6
E-07742,2024-06-30,3.9,4.3,3.6,4.5,2.3,4.3,4.0,38,3
E-07743,2024-06-30,3.7,3.5,3.4,4.1,1.5,4.2,4.1,95,5
E-07744,2024-06-30,4.3,3.4,3.4,4.3,2.7,4.1,3.7,64,9
E-07745,2024-06-30,4.2,4.6,2.4,3.9,2.2,4.0,2.9,79,5
E-07746,2024-06-30,3.6,3.5,2.7,4.2,3.1,4.3,4.5,52,1
E-07747,2024-06-30,4.7,4.9,3.5,4.2,2.7,4.2,3.7,69,3
E-07748,2024-06-30,4.1,2.6,4.3,4.8,2.3,3.9,3.7,50,7
E-07749,2024-06-30,4.4,4.7,3.1,4.4,1.7,4.2,3.8,58,2
E-07750,2024-06-30,4.7,4.2,3.2,3.9,2.8,3.8,3.5,87,5
E-07751,2024-06-30,4.0,4.1,4.7,3.9,1.9,4.1,4.3,93,6
E-07752,2024-06-30,4.2,3.9,3.3,4.1,3.4,4.1,4.1,36,7
E-07753,2024-06-30,4.4,4.9,3.4,3.6,3.2,3.9,4.0,12,8
E-07754,2024-06-30,3.6,4.4,3.4,4.1,2.9,4.0,4.7,90,6
E-07755,2024-06-30,4.0,3.5,2.6,4.1,3.9,4.2,3.5,77,4
E-07756,2024-06-30,4.1,3.1,3.9,4.4,3.0,3.7,4.3,51,7
E-07757,2024-06-30,3.5,4.1,3.0,4.4,3.2,4.1,2.9,86,2
E-07758,2024-06-30,5.2,4.0,3.5,4.2,3.4,4.7,4.1,63,5
E-07759,2024-06-30,3.3,3.2,3.8,3.5,2.7,3.8,4.7,10,5
E-07760,2024-06-30,3.4,4.0,4.9,3.7,2.7,4.3,3.4,30,5
E-07761,2024-06-30,4.7,3.7,2.6,4.0,3.0,4.0,4.5,76,7
E-07762,2024-06-30,4.4,4.0,4.1,4.5,2.2,4.4,3.2,56,5
E-07763,2024-06-30,3.5,4.4,4.1,4.4,4.1,3.8,4.6,98,5
E-07764,2024-06-30,4.3,4.7,3.1,4.1,3.1,4.0,3.6,68,5
E-07765,2024-06-30,4.7,4.5,3.9,5.1,2.9,4.7,3.5,10,4
E-07766,2024-06-30,4.0,3.6,4.7,4.8,4.3,3.9,3.6,23,2
E-07767,2024-06-30,5.3,4.2,3.0,4.7,2.3,4.2,3.8,49,4
E-07768,2024-06-30,3.1,4.0,3.7,4.5,3.9,4.2,3.7,76,6
E-07769,2024-06-30,4.3,3.3,3.8,4.4,3.5,3.4,3.8,18,6
E-07770,2024-06-30,4.6,4.2,3.9,4.4,3.7,4.1,3.9,78,1
E-07771,2024-06-30,4.4,4.9,4.0,3.5,2.9,3.6,3.9,34,3
E-07772,2024-06-30,3.9,4.0,3.6,3.8,3.0,4.2,3.8,73,3
E-07773,2024-06-30,3.9,3.2,3.9,4.1,2.8,4.0,3.6,69,6
E-07774,2024-06-30,4.2,4.0,2.9,4.3,3.6,3.7,4.0,42,7
E-07775,2024-06-30,4.4,3.4,3.6,4.2,3.2,3.6,4.0,14,3
E-07776,2024-06-30,4.3,4.4,3.2,4.3,2.7,4.0,3.9,85,4
E-07777,2024-06-30,4.5,4.3,2.6,3.4,2.7,4.7,3.8,61,3
E-07778,2024-06-30,3.5,3.9,3.1,4.4,3.0,4.5,3.5,84,5
E-07779,2024-06-30,3.9,3.8,3.7,4.2,2.8,4.1,3.8,42,6
E-07780,2024-06-30,3.5,3.9,3.8,4.1,3.9,4.2,3.7,25,8
E-07781,2024-06-30,3.8,4.0,2.6,4.6,3.5,4.2,3.0,12,7
E-07782,2024-06-30,4.5,3.6,2.8,3.8,3.5,3.8,4.2,14,8
E-07783,2024-06-30,4.1,3.3,4.0,4.1,3.1,3.8,3.9,71,4
E-07784,2024-06-30,5.3,4.6,3.9,4.3,2.5,4.3,3.8,28,7
E-07785,2024-06-30,4.1,3.8,4.1,3.9,3.4,3.8,4.0,20,4
E-07786,2024-06-30,4.0,4.1,4.5,3.4,1.7,4.4,3.5,94,5
E-07787,2024-06-30,4.1,4.1,3.9,3.7,3.1,3.6,4.3,82,1
E-07788,2024-06-30,3.7,4.2,3.2,4.2,2.5,3.7,4.3,27,6
E-07789,2024-06-30,4.0,3.4,3.6,4.1,2.5,4.4,3.3,21,2
E-07790,2024-06-30,4.6,3.2,4.7,4.2,2.7,3.9,3.5,52,2
E-07791,2024-06-30,4.1,3.7,5.4,3.9,2.9,4.0,4.1,96,5
E-07792,2024-06-30,3.6,4.2,3.8,3.7,3.0,4.2,3.9,59,1
E-07793,2024-06-30,3.5,3.6,3.9,4.3,3.5,4.3,3.8,49,3
E-07794,2024-06-30,3.8,3.8,4.0,4.1,2.9,4.2,4.0,86,7
E-07795,2024-06-30,4.0,5.1,3.5,4.5,2.9,4.1,3.1,44,5
E-07796,2024-06-30,4.6,3.1,4.3,3.9,2.2,4.2,3.4,66,6
E-07797,2024-06-30,3.3,3.6,4.2,3.4,2.2,4.1,3.6,65,5
E-07798,2024-06-30,3.8,4.9,3.7,3.2,3.2,4.3,4.1,37,3
E-07799,2024-06-30,4.1,4.0,3.3,4.0,3.4,4.9,2.9,71,5
E-07800,2024-06-30,3.1,3.6,2.4,4.3,2.8,4.2,3.9,96,7
E-07801,2024-06-30,3.6,4.6,4.0,4.1,3.6,3.7,3.6,24,5
E-07802,2024-06-30,3.7,4.0,3.6,4.0,2.2,4.3,4.1,17,5
E-07803,2024-06-30,3.6,3.8,3.0,3.6,3.2,4.0,4.1,24,5
E-07804,2024-06-30,4.1,4.1,2.7,3.4,2.5,4.1,4.5,74,2
E-07805,2024-06-30,3.9,3.7,4.0,4.3,2.4,4.1,3.3,44,7
E-07806,2024-06-30,3.7,3.5,2.4,4.1,2.5,3.8,3.5,67,7
E-07807,2024-06-30,4.2,3.9,3.7,4.1,3.0,3.9,3.8,85,8
E-07808,2024-06-30,4.9,3.5,4.1,3.6,3.3,3.3,4.4,18,10
E-07809,2024-06-30,4.8,4.0,3.9,3.8,3.2,4.0,4.0,48,5
E-07810,2024-06-30,3.0,4.2,3.2,4.2,2.8,4.2,3.8,30,7
E-07811,2024-06-30,4.3,4.4,2.6,4.3,3.4,4.0,4.3,69,5
E-07812,2024-06-30,3.9,4.6,3.9,4.1,4.0,3.9,3.6,52,8
E-07813,2024-06-30,4.1,3.8,4.3,4.8,2.9,4.1,4.3,72,7
E-07814,2024-06-30,3.8,4.2,3.1,4.0,3.1,3.7,4.5,51,5
E-07815,2024-06-30,4.1,4.2,3.9,4.7,2.6,3.7,3.7,92,3
E-07816,2024-06-30,4.1,4.2,4.6,4.3,2.8,4.2,3.2,43,3
E-07817,2024-06-30,3.7,3.8,3.7,4.2,3.7,4.2,3.9,26,5
E-07818,2024-06-30,3.6,3.5,3.2,4.6,3.8,4.2,4.5,74,6
E-07819,2024-06-30,3.8,4.3,4.2,4.0,2.9,3.9,4.0,34,7
E-07820,2024-06-30,4.1,3.1,3.0,4.1,3.3,4.3,3.2,67,6
E-07821,2024-06-30,4.3,3.9,2.6,3.7,3.6,3.7,4.3,19,6
E-07822,2024-06-30,4.4,2.7,4.1,4.6,2.7,3.9,4.1,87,9
E-07823,2024-06-30,3.8,3.3,3.2,4.3,2.2,4.2,4.2,15,6
E-07824,2024-06-30,4.1,3.6,3.3,4.6,3.4,4.3,4.3,59,4
E-07825,2024-06-30,4.5,4.5,3.1,4.3,3.5,3.8,3.6,29,3
E-07826,2024-06-30,4.6,4.3,3.2,4.6,3.4,4.6,4.2,55,4
E-07827,2024-06-30,4.0,3.7,4.5,3.9,2.8,4.0,3.5,85,4
E-07828,2024-06-30,3.9,4.4,4.7,4.6,3.9,4.0,3.3,20,6
E-07829,2024-06-30,4.1,4.4,4.8,4.0,3.2,4.3,3.5,88,6
E-07830,2024-06-30,3.4,3.9,4.3,4.2,2.3,4.5,4.1,37,6
E-07831,2024-06-30,3.9,3.3,3.8,4.5,2.0,4.0,3.6,11,3
E-07832,2024-06-30,4.4,3.9,2.5,5.1,2.8,4.4,4.4,73,7
E-07833,2024-06-30,4.3,4.0,3.4,4.5,3.1,3.9,4.2,23,6
E-07834,2024-06-30,3.9,3.4,5.0,4.6,2.8,4.5,4.1,78,4
E-07835,2024-06-30,4.1,4.2,3.2,4.0,4.2,4.0,4.4,83,7
E-07836,2024-06-30,3.6,4.1,4.6,4.3,3.2,4.1,3.3,87,7
E-07837,2024-06-30,4.4,4.2,3.5,4.2,2.4,3.9,4.2,91,2
E-07838,2024-06-30,4.0,4.1,1.6,4.8,1.6,4.1,4.0,90,4
E-07839,2024-06-30,3.9,4.4,3.9,4.1,3.1,3.8,3.3,37,3
E-07840,2024-06-30,3.8,3.9,4.4,4.7,3.6,4.0,3.5,47,6
E-07841,2024-06-30,4.0,4.1,3.5,3.7,4.1,4.0,3.7,42,1
E-07842,2024-06-30,3.8,3.8,4.4,4.8,2.9,3.7,3.7,63,7
E-07843,2024-06-30,4.3,3.7,2.3,3.9,4.0,3.8,3.8,69,7
E-07844,2024-06-30,3.8,4.7,2.5,4.5,2.2,3.4,3.6,13,6
E-07845,2024-06-30,4.8,3.0,3.6,3.9,2.8,3.6,4.4,63,4
E-07846,2024-06-30,4.7,4.4,3.8,4.4,2.4,4.0,3.3,96,4
E-07847,2024-06-30,3.6,3.7,4.4,3.8,3.5,4.3,3.3,30,4
E-07848,2024-06-30,4.0,3.6,3.9,4.6,2.2,3.9,3.4,34,5
E-07849,2024-06-30,3.7,4.1,2.7,4.5,3.2,4.0,3.5,60,3
E-07850,2024-06-30,3.8,3.3,3.6,4.0,2.3,4.3,3.5,24,4
E-07851,2024-06-30,5.0,3.6,3.9,4.4,4.1,4.2,4.5,87,6
E-07852,2024-06-30,3.8,3.6,2.2,4.6,2.8,4.2,3.5,22,2
E-07853,2024-06-30,4.2,3.9,3.5,3.8,3.2,4.0,3.8,70,7
E-07854,2024-06-30,4.3,3.6,3.3,3.8,1.9,3.9,3.3,30,6
E-07855,2024-06-30,3.5,4.8,3.0,3.8,2.1,4.1,3.6,53,5
E-07856,2024-06-30,3.6,4.9,3.8,3.7,2.5,4.4,4.0,70,2
E-07857,2024-06-30,3.4,3.0,2.7,3.8,3.5,4.5,4.1,33,4
E-07858,2024-06-30,3.6,4.3,3.8,4.6,3.4,4.7,4.2,98,7
E-07859,2024-06-30,2.6,4.4,3.9,4.4,3.7,4.5,3.4,44,5
E-07860,2024-06-30,4.3,4.3,4.3,3.5,2.1,4.0,3.5,32,4
E-07861,2024-06-30,5.0,3.7,2.7,4.0,3.3,3.6,4.1,77,4
E-07862,2024-06-30,4.1,3.9,2.4,3.7,2.7,4.2,3.8,64,5
E-07863,2024-06-30,3.3,3.6,3.7,4.5,2.5,4.3,3.8,30,3
E-07864,2024-06-30,3.7,3.8,3.3,4.0,2.7,3.2,4.0,33,7
E-07865,2024-06-30,3.8,3.4,5.5,3.6,2.9,3.6,4.2,99,8
E-07866,2024-06-30,3.5,3.9,3.8,4.3,3.4,3.9,3.5,70,4
E-07867,2024-06-30,4.4,3.2,3.5,4.4,3.7,3.8,3.8,98,4
E-07868,2024-06-30,4.4,3.9,3.4,3.8,3.3,3.5,3.8,17,3
E-07869,2024-06-30,3.4,3.4,2.6,4.1,3.4,4.1,3.4,79,9
E-07870,2024-06-30,4.4,4.1,3.9,3.8,4.1,4.4,3.9,71,7
E-07871,2024-06-30,4.8,3.7,3.4,4.7,3.4,3.9,3.6,12,2
E-07872,2024-06-30,5.0,4.1,3.4,4.0,2.9,3.5,3.8,25,2
E-07873,2024-06-30,5.4,4.5,3.6,3.9,3.3,4.1,4.1,15,8
